AttributeX,AttributeY,AttributeZ,AttributeT,Class,Class,Class,Class
0.9163785,0.3106055,-0.06567675,1.2223575,3,6,9,0
0.922255,0.28271625,-0.02038625,1.18841,3,6,9,0
0.9342165,0.247735,-0.01889,1.1908075,3,6,9,0
0.9327905,0.24713275,-0.008098,1.2084775,3,6,9,0
0.931157,0.27017475,0.006417,1.1803625,3,6,9,0
0.93426925,0.267546,0.01420275,1.158095,3,6,9,0
0.9406925,0.24900525,0.018277,1.191585,3,6,9,0
0.92752625,0.26371075,-0.024162,1.2112975,3,6,9,0
0.93068175,0.233959,0.0490705,1.2647575,3,6,9,0
0.931155,0.24883825,0.072604,1.273615,3,6,9,0
0.895957,0.28458275,0.081961,1.2532625,3,6,9,0
0.9368565,0.29687325,-0.090939,1.252875,3,6,9,0
0.9197425,0.3011665,-0.047104,1.2197025,3,6,9,0
0.93381625,0.257617,-0.0481045,1.2508725,3,6,9,0
0.9260795,0.23457425,0.00285975,1.24235,3,6,9,0
0.93462275,0.26000825,-0.009479,1.2547175,3,6,9,0
0.92380875,0.2663385,-0.03000875,1.250175,3,6,9,0
0.938661,0.2409515,0.051444,1.2677075,3,6,9,0
0.92748625,0.23083725,0.07491525,1.2710825,3,6,9,0
0.931747,0.23913675,0.0520955,1.2631975,3,6,9,0
0.92679975,0.26384,0.03183125,1.2777,3,6,9,0
0.91882575,0.28748225,0.01159825,1.2699475,3,6,9,0
0.938348,0.254527,-0.0537135,1.2647525,3,6,9,0
0.93772425,0.261941,-0.069624,1.3081,3,6,9,0
0.933789,0.22351875,0.012085,1.2417625,3,6,9,0
0.93854275,0.2492045,-0.07779825,1.259435,3,6,9,0
0.94136475,0.22129025,0.0041245,1.2708525,3,6,9,0
0.93026625,0.23252825,0.02824875,1.2671675,3,6,9,0
0.9291755,0.23843175,0.009942,1.277655,3,6,9,0
0.92486525,0.2617735,0.0018985,1.28933,3,6,9,0
0.92817775,0.2601865,0.0024795,1.2746725,3,6,9,0
0.939657,0.25845525,0.031134,1.291535,3,6,9,0
0.9117395,0.28290775,0.01469525,1.2229675,3,6,9,0
0.91988125,0.26643875,0.03643275,1.25621,3,6,9,0
0.91571375,0.270821,0.0736845,1.2571975,3,6,9,0
0.9249995,0.28240475,-0.00210675,1.262015,3,6,9,0
0.912709,0.275635,0.07007775,1.2555225,3,6,9,0
0.9213275,0.26767825,0.02654475,1.25967,3,6,9,0
0.93110075,0.25545575,0.094543,1.270505,3,6,9,0
0.9152855,0.257483,0.05706425,1.26353,3,6,9,0
0.92771075,0.2457275,0.0325055,1.23328,3,6,9,0
0.9276075,0.27258625,0.01895975,1.1541425,3,6,9,0
0.931019,0.25760725,0.033135,1.17974,3,6,9,0
0.90912825,0.28362875,0.03579925,1.19069,3,6,9,0
0.93346675,0.292496,-0.04932875,1.26731,3,6,9,0
0.93162425,0.23534125,0.02050025,1.229455,3,6,9,0
0.939764,0.230578,-0.03263525,1.2293825,3,6,9,0
0.932342,0.23283675,0.032635,1.1928425,3,6,9,0
0.93372525,0.24021375,0.07894675,1.211395,3,6,9,0
0.937953,0.20895225,0.1025235,1.2503675,3,6,9,0
0.94042175,0.2063185,0.0694255,1.2527625,3,6,9,0
0.9291455,0.237311,0.052041,1.225925,3,6,9,0
0.92402425,0.27852,0.004506,1.215785,3,6,9,0
0.93521275,0.2275525,0.04205725,1.245155,3,6,9,0
0.94542675,0.24199725,0.00863175,1.2617025,3,6,9,0
0.930765,0.24843675,-0.0048905,1.2325925,3,6,9,0
0.9538485,0.23563425,-0.047406,1.3042975,3,6,9,0
0.93789925,0.2531765,-0.016279,1.26092,3,6,9,0
0.93499725,0.22796475,0.04779425,1.2457,3,6,9,0
0.93045425,0.2196095,0.11024625,1.2425075,3,6,9,0
0.920034,0.22805625,0.0293445,1.228625,3,6,9,0
0.93476525,0.21928525,0.04860725,1.213405,3,6,9,0
0.926559,0.25808125,-0.03830875,1.255855,3,6,9,0
0.93942675,0.261104,-0.0228865,1.23112,3,6,9,0
0.91610025,0.27526125,-0.04161575,1.2351575,3,6,9,0
0.92216675,0.252596,-0.01128275,1.1964825,3,6,9,0
0.936875,0.22606475,0.0195335,1.22807,3,6,9,0
0.925038,0.27015325,-0.00032625,1.253935,3,6,9,0
0.884649,0.2845495,0.04662375,1.2819225,3,6,9,0
0.909972,0.2628105,0.0302095,1.282815,3,6,9,0
0.89389,0.268709,0.060368,1.2951975,3,6,9,0
0.91131025,0.28057425,0.024492,1.250275,3,6,9,0
0.90357225,0.29252975,0.0104055,1.23266,3,6,9,0
0.9012855,0.2952375,0.04240725,1.2804225,3,6,9,0
0.90273275,0.2835615,0.05701175,1.309055,3,6,9,0
0.8952335,0.2826075,0.04654425,1.34359,3,6,9,0
0.88664225,0.3049675,-0.01176275,1.29658,3,6,9,0
0.899,0.3233295,-0.008464,1.2781775,3,6,9,0
0.89760425,0.28644325,0.04103825,1.3137575,3,6,9,0
0.893119,0.306473,0.04458825,1.2760575,3,6,9,0
0.9046355,0.30430875,0.01024825,1.2741275,3,6,9,0
0.89134925,0.31795675,0.02006775,1.2908525,3,6,9,0
